timestamp,symbol,side,size,price,tickDirection,trdMatchID,grossValue,homeNotional,foreignNotional,trdType
2023-07-23T16:00:03.231Z,XBTUSD,Buy,400,29887.0,ZeroPlusTick,5e30616e-1615-4e33-29a8-42299ac80329,1338376,0.01338376,400.0,Regular
2023-07-23T16:00:06.748Z,XBTUSD,Buy,300,29887.0,ZeroPlusTick,3e90c4e5-e222-71a3-3eda-f51af430b03a,1003782,0.01003782,300.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,1400,29887.0,ZeroPlusTick,a80025b8-d937-0fc7-fec9-077db6a229a8,4684316,0.04684316,1400.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,1100,29887.0,ZeroPlusTick,5ad4584f-d024-f469-539b-d6e10c468a3c,3680534,0.03680534,1100.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,100,29887.0,ZeroPlusTick,6956fff3-0dca-bda5-cbc9-28d4eec8e6e1,334594,0.00334594,100.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,100,29887.0,ZeroPlusTick,cc15037f-f0ce-a947-fc50-f7bb966fbb30,334594,0.00334594,100.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,2000,29887.0,ZeroPlusTick,1ef9bb96-052c-301e-fc63-b7b6d73216f2,6691880,0.0669188,2000.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,200,29887.0,ZeroPlusTick,a6c81712-d625-ffe3-fc8d-cbfd2451dfc8,669188,0.00669188,200.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,500,29887.0,ZeroPlusTick,3f5aa162-f983-5975-996c-24690feaf6a1,1672970,0.0167297,500.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,6700,29888.0,PlusTick,835c3509-39fb-1af2-3831-dbf180f664eb,22416994,0.22416994,6700.0,Regular
2023-07-23T16:00:07.116Z,XBTUSD,Buy,6100,29888.0,ZeroPlusTick,84157254-f414-8b47-294a-a6b7916871db,20409502,0.20409502,6100.0,Regular
2023-07-23T16:00:07.143Z,XBTUSD,Buy,300,29887.0,MinusTick,086b3c0d-63ad-c0b6-555e-37fc2fe8a5c9,1003782,0.01003782,300.0,Regular
2023-07-23T16:00:07.975Z,XBTUSD,Buy,2000,29888.0,PlusTick,43da5869-c88a-a70a-724a-ec89be95ce57,6691640,0.0669164,2000.0,Regular
2023-07-23T16:00:07.975Z,XBTUSD,Buy,7100,29888.0,ZeroPlusTick,d2d34b31-c0c6-4b99-2dd6-912ba672f2c4,23755322,0.23755322,7100.0,Regular
2023-07-23T16:00:07.975Z,XBTUSD,Buy,3600,29888.0,ZeroPlusTick,b372d5ff-6de9-752d-90df-4e051c7da326,12044952,0.12044952,3600.0,Regular
2023-07-23T16:00:08.515Z,XBTUSD,Buy,300,29888.0,ZeroPlusTick,54a2a848-aef6-9e4d-f5d6-cade506ea22c,1003746,0.01003746,300.0,Regular
2023-07-23T16:00:09.890Z,XBTUSD,Buy,300,29888.0,ZeroPlusTick,62fdac37-8d26-b603-a8df-0e0516dfd6f4,1003746,0.01003746,300.0,Regular
2023-07-23T16:00:10.465Z,XBTUSD,Buy,300,29888.0,ZeroPlusTick,f7aaa1a9-4ff9-8c99-a4b1-1c1ab99f1acc,1003746,0.01003746,300.0,Regular
2023-07-23T16:00:10.465Z,XBTUSD,Buy,12400,29888.0,ZeroPlusTick,9ab06465-fe77-2649-e123-c89945dd4bbc,41488168,0.41488168,12400.0,Regular
2023-07-23T16:00:10.744Z,XBTUSD,Buy,2100,29888.0,ZeroPlusTick,acc5ec05-34dc-7264-8a3e-19569b83ea98,7026222,0.07026222,2100.0,Regular
2023-07-23T16:00:10.744Z,XBTUSD,Buy,2000,29888.0,ZeroPlusTick,9d938b88-3533-4587-1ba7-539880a85976,6691640,0.0669164,2000.0,Regular
2023-07-23T16:00:10.744Z,XBTUSD,Buy,7600,29888.0,ZeroPlusTick,e5d56ef0-d7a3-e0bf-ef37-803ab001bd6a,25428232,0.25428232,7600.0,Regular
2023-07-23T16:00:10.744Z,XBTUSD,Buy,2500,29888.0,ZeroPlusTick,5db68538-866b-c33a-f66f-dde9685eca5c,8364550,0.0836455,2500.0,Regular
2023-07-23T16:00:11.850Z,XBTUSD,Buy,300,29888.0,ZeroPlusTick,b011aa81-73b7-0a1f-cbca-3fa4d21359df,1003746,0.01003746,300.0,Regular
2023-07-23T16:00:12.994Z,XBTUSD,Buy,2000,29888.0,ZeroPlusTick,89b86945-394d-51dd-7fea-607de51638e9,6691640,0.0669164,2000.0,Regular
2023-07-23T16:00:12.994Z,XBTUSD,Buy,100,29888.0,ZeroPlusTick,f805b16e-cab3-287a-c36c-d9d85180e945,334582,0.00334582,100.0,Regular
2023-07-23T16:00:13.211Z,XBTUSD,Buy,300,29888.5,PlusTick,98a79318-0f2a-c93b-b86c-4ea30d55b7fc,1003731,0.01003731,300.0,Regular
2023-07-23T16:00:13.268Z,XBTUSD,Buy,4700,29888.5,ZeroPlusTick,f81b8fec-9fb9-4394-5e83-ec045bf46f18,15725119,0.15725119,4700.0,Regular
2023-07-23T16:00:13.268Z,XBTUSD,Buy,7900,29888.5,ZeroPlusTick,84624e78-5d24-c645-1fe6-1342ac6d27f1,26431583,0.26431583,7900.0,Regular
2023-07-23T16:00:13.533Z,XBTUSD,Buy,3700,29888.5,ZeroPlusTick,a5bdef06-ee70-8752-7692-48cde42715e1,12379349,0.12379349,3700.0,Regular
2023-07-23T16:00:13.797Z,XBTUSD,Buy,11100,29888.5,ZeroPlusTick,4f624d75-548c-ed89-40ed-60248aca2e39,37138047,0.37138047,11100.0,Regular
2023-07-23T16:00:13.797Z,XBTUSD,Buy,2000,29888.5,ZeroPlusTick,49486368-71c4-dca0-2a5d-1ef514cf0bc4,6691540,0.0669154,2000.0,Regular
2023-07-23T16:00:13.797Z,XBTUSD,Buy,1100,29888.5,ZeroPlusTick,d647c822-c02f-9f32-bb7f-d6468d19548a,3680347,0.03680347,1100.0,Regular
2023-07-23T16:00:15.795Z,XBTUSD,Buy,12700,29888.5,ZeroPlusTick,afc847c8-05b1-782b-aee6-32c5feda071a,42491279,0.42491279,12700.0,Regular
2023-07-23T16:00:16.056Z,XBTUSD,Buy,3700,29888.5,ZeroPlusTick,ae135809-e8e9-b36c-e78d-b04a6ec281df,12379349,0.12379349,3700.0,Regular
2023-07-23T16:00:17.909Z,XBTUSD,Buy,1900,29888.5,ZeroPlusTick,cf2ef72f-8b6c-a314-4bfa-ea413fd79eb4,6356963,0.06356963,1900.0,Regular
2023-07-23T16:00:17.909Z,XBTUSD,Buy,2000,29888.5,ZeroPlusTick,6ec2fc19-7e11-3fce-c720-7f16feac6f1e,6691540,0.0669154,2000.0,Regular
2023-07-23T16:00:17.909Z,XBTUSD,Buy,10300,29888.5,ZeroPlusTick,608c38f8-834d-2260-7e31-f719aa008acc,34461431,0.34461431,10300.0,Regular
2023-07-23T16:00:18.284Z,XBTUSD,Buy,6100,29888.5,ZeroPlusTick,9922e8a9-b2b8-1937-206d-1909ba0c56ea,20409197,0.20409197,6100.0,Regular
2023-07-23T16:00:18.284Z,XBTUSD,Buy,6500,29888.5,ZeroPlusTick,19f46782-4e21-6ff0-6bff-1657951ca79f,21747505,0.21747505,6500.0,Regular
2023-07-23T16:00:18.708Z,XBTUSD,Buy,3700,29888.5,ZeroPlusTick,c53493d3-7477-f3d0-be1a-04db2f70828a,12379349,0.12379349,3700.0,Regular
2023-07-23T16:00:20.377Z,XBTUSD,Buy,100,29888.5,ZeroPlusTick,233cf06e-e095-c2d0-8426-26fe6a4a5813,334577,0.00334577,100.0,Regular
