timestamp,open,high,low,close
2023-07-25 16:30:00,29203.07,29251.64,29200.94,29245.0
2023-07-25 17:00:00,29236.6,29240.49,29212.24,29230.8
2023-07-25 17:30:00,29226.51,29226.51,29204.01,29211.59
2023-07-25 18:00:00,29250.28,29258.21,29241.72,29247.41
2023-07-25 18:30:00,29263.66,29278.26,29254.26,29275.22
2023-07-25 19:00:00,29278.16,29293.05,29268.97,29268.97
2023-07-25 19:30:00,29262.71,29268.98,29255.66,29255.66
2023-07-25 20:00:00,29256.19,29258.04,29238.02,29241.45
2023-07-25 20:30:00,29200.78,29219.86,29200.78,29206.8
2023-07-25 21:00:00,29218.39,29231.3,29211.87,29224.69
2023-07-25 21:30:00,29225.7,29236.17,29222.77,29236.17
2023-07-25 22:00:00,29244.51,29244.51,29225.58,29225.58
2023-07-25 22:30:00,29221.4,29234.68,29215.67,29215.67
2023-07-25 23:00:00,29216.83,29219.33,29215.01,29215.01
2023-07-25 23:30:00,29214.26,29217.91,29197.05,29197.05
2023-07-26 00:00:00,29205.84,29227.91,29205.84,29222.97
2023-07-26 00:30:00,29227.64,29227.64,29207.39,29207.39
2023-07-26 01:00:00,29173.14,29197.19,29171.47,29174.8
2023-07-26 01:30:00,29171.31,29171.31,29150.14,29154.68
2023-07-26 02:00:00,29162.0,29162.0,29129.09,29136.01
2023-07-26 02:30:00,29131.43,29152.17,29131.43,29149.26
2023-07-26 03:00:00,29154.56,29176.74,29154.56,29168.66
2023-07-26 03:30:00,29183.58,29302.4,29183.58,29249.05
2023-07-26 04:00:00,29257.53,29257.53,29226.92,29247.81
2023-07-26 04:30:00,29246.6,29246.6,29214.27,29214.27
2023-07-26 05:00:00,29210.24,29226.07,29204.62,29204.62
2023-07-26 05:30:00,29195.27,29209.31,29195.27,29209.31
2023-07-26 06:00:00,29219.47,29275.41,29216.07,29269.01
2023-07-26 06:30:00,29271.02,29271.02,29256.1,29256.53
2023-07-26 07:00:00,29259.69,29268.2,29240.3,29245.37
2023-07-26 07:30:00,29207.18,29231.06,29207.18,29214.89
2023-07-26 08:00:00,29203.04,29205.5,29199.23,29205.5
2023-07-26 08:30:00,29208.55,29220.99,29208.55,29216.05
2023-07-26 09:00:00,29213.74,29231.1,29213.74,29221.82
2023-07-26 09:30:00,29210.98,29213.86,29197.98,29197.98
2023-07-26 10:00:00,29192.05,29194.12,29180.1,29180.23
2023-07-26 10:30:00,29183.91,29183.91,29174.14,29174.14
2023-07-26 11:00:00,29176.82,29198.8,29176.82,29191.19
2023-07-26 11:30:00,29188.59,29198.99,29185.21,29193.07
2023-07-26 12:00:00,29190.91,29192.17,29161.45,29161.45
2023-07-26 12:30:00,29167.31,29199.4,29167.31,29199.4
2023-07-26 13:00:00,29207.34,29227.93,29205.07,29223.07
2023-07-26 13:30:00,29224.37,29251.32,29224.37,29238.36
2023-07-26 14:00:00,29250.97,29307.75,29238.76,29307.75
2023-07-26 14:30:00,29308.93,29308.93,29231.28,29270.46
2023-07-26 15:00:00,29291.71,29291.71,29267.69,29267.69
2023-07-26 15:30:00,29270.67,29301.71,29270.67,29295.41
2023-07-26 16:00:00,29293.97,29327.72,29293.97,29319.64
