timestamp,open,high,low,close
2023-07-24 04:30:00,29709.39,29716.8,29681.33,29716.8
2023-07-24 05:00:00,29743.78,29799.04,29743.78,29777.37
2023-07-24 05:30:00,29778.71,29794.61,29777.51,29794.61
2023-07-24 06:00:00,29797.67,29797.67,29784.21,29788.06
2023-07-24 06:30:00,29785.88,29793.52,29784.98,29793.52
2023-07-24 07:00:00,29796.27,29796.27,29776.82,29784.0
2023-07-24 07:30:00,29781.26,29782.57,29762.4,29779.09
2023-07-24 08:00:00,29774.47,29863.65,29773.65,29860.98
2023-07-24 08:30:00,29837.97,29837.97,29805.23,29805.23
2023-07-24 09:00:00,29817.51,29817.63,29772.29,29775.78
2023-07-24 09:30:00,29770.1,29770.1,29745.64,29757.03
2023-07-24 10:00:00,29754.8,29760.07,29397.51,29397.51
2023-07-24 10:30:00,29391.23,29462.98,29147.57,29316.9
2023-07-24 11:00:00,29329.15,29329.15,29281.23,29322.37
2023-07-24 11:30:00,29316.78,29321.83,29309.54,29309.85
2023-07-24 12:00:00,29308.11,29308.11,29254.33,29260.16
2023-07-24 12:30:00,29252.84,29252.84,29217.57,29217.57
2023-07-24 13:00:00,29171.22,29244.62,29171.22,29244.62
2023-07-24 13:30:00,29219.64,29229.78,29219.64,29224.9
2023-07-24 14:00:00,29214.97,29224.4,29194.79,29201.84
2023-07-24 14:30:00,29203.7,29203.7,29116.91,29120.96
2023-07-24 15:00:00,29110.43,29110.43,29063.87,29077.36
2023-07-24 15:30:00,29047.23,29100.21,28983.29,29051.1
2023-07-24 16:00:00,29109.45,29109.45,29069.08,29069.08
2023-07-24 16:30:00,29083.45,29089.53,29037.08,29084.6
2023-07-24 17:00:00,29053.89,29127.15,29053.89,29109.62
2023-07-24 17:30:00,29099.56,29103.15,29078.47,29103.15
2023-07-24 18:00:00,29098.61,29103.06,29045.9,29045.9
2023-07-24 18:30:00,29031.12,29037.65,29016.44,29016.44
2023-07-24 19:00:00,29064.16,29090.66,29064.16,29078.38
2023-07-24 19:30:00,29116.09,29131.67,29116.09,29129.3
2023-07-24 20:00:00,29125.76,29136.96,29116.67,29116.67
2023-07-24 20:30:00,29115.83,29126.06,29115.83,29118.16
2023-07-24 21:00:00,29127.05,29139.43,29098.66,29137.21
2023-07-24 21:30:00,29141.47,29142.45,29137.5,29140.09
2023-07-24 22:00:00,29162.51,29176.01,29152.83,29152.83
2023-07-24 22:30:00,29164.76,29172.13,29164.76,29167.94
2023-07-24 23:00:00,29166.72,29166.72,29153.33,29153.94
2023-07-24 23:30:00,29166.46,29173.84,29166.42,29173.84
2023-07-25 00:00:00,29186.89,29186.89,29174.74,29184.9
2023-07-25 00:30:00,29176.65,29176.65,29161.27,29163.7
2023-07-25 01:00:00,29169.95,29169.95,29120.59,29121.14
2023-07-25 01:30:00,29117.69,29117.69,29079.07,29085.02
2023-07-25 02:00:00,29064.26,29079.6,29062.35,29071.72
2023-07-25 02:30:00,29082.48,29099.64,29076.5,29099.64
2023-07-25 03:00:00,29106.03,29165.57,29106.03,29135.23
2023-07-25 03:30:00,29132.74,29133.56,29120.27,29120.27
2023-07-25 04:00:00,29097.97,29111.98,29095.42,29111.98
