timestamp,open,high,low,close
2023-07-27 04:30:00,29414.69,29425.64,29409.63,29422.1
2023-07-27 05:00:00,29431.59,29477.14,29429.61,29477.14
2023-07-27 05:30:00,29475.12,29477.62,29473.86,29477.62
2023-07-27 06:00:00,29468.69,29476.2,29459.87,29476.2
2023-07-27 06:30:00,29471.2,29471.2,29454.7,29454.7
2023-07-27 07:00:00,29448.37,29448.37,29382.15,29382.15
2023-07-27 07:30:00,29396.68,29422.35,29396.68,29422.35
2023-07-27 08:00:00,29432.66,29448.9,29421.07,29421.07
2023-07-27 08:30:00,29416.06,29416.06,29404.81,29405.51
2023-07-27 09:00:00,29413.63,29445.3,29413.63,29442.76
2023-07-27 09:30:00,29457.52,29502.99,29457.52,29502.99
2023-07-27 10:00:00,29501.69,29550.52,29497.24,29550.52
2023-07-27 10:30:00,29554.35,29554.35,29523.61,29533.17
2023-07-27 11:00:00,29537.46,29537.46,29487.15,29487.15
2023-07-27 11:30:00,29473.1,29488.67,29473.1,29488.67
2023-07-27 12:00:00,29480.73,29513.01,29480.73,29513.01
2023-07-27 12:30:00,29511.04,29511.04,29482.85,29492.46
2023-07-27 13:00:00,29487.8,29493.1,29469.55,29481.87
2023-07-27 13:30:00,29487.88,29491.86,29460.59,29460.59
2023-07-27 14:00:00,29461.2,29474.15,29443.88,29443.88
2023-07-27 14:30:00,29440.16,29440.16,29402.06,29402.06
2023-07-27 15:00:00,29388.31,29395.28,29372.68,29372.68
2023-07-27 15:30:00,29332.95,29332.95,29295.58,29316.62
2023-07-27 16:00:00,29312.62,29342.33,29312.59,29333.01
2023-07-27 16:30:00,29327.96,29339.31,29268.93,29268.93
2023-07-27 17:00:00,29280.55,29318.28,29280.55,29304.69
2023-07-27 17:30:00,29275.79,29279.76,29212.77,29240.48
2023-07-27 18:00:00,29274.52,29274.52,29220.38,29227.56
2023-07-27 18:30:00,29218.41,29220.11,29188.46,29197.17
2023-07-27 19:00:00,29177.25,29178.75,29094.51,29178.75
2023-07-27 19:30:00,29143.27,29164.43,29130.03,29158.4
2023-07-27 20:00:00,29141.9,29155.35,29120.61,29155.35
2023-07-27 20:30:00,29162.64,29169.6,29154.79,29156.69
2023-07-27 21:00:00,29155.63,29155.63,29145.25,29148.53
2023-07-27 21:30:00,29146.41,29177.38,29146.41,29177.38
2023-07-27 22:00:00,29167.12,29222.03,29167.12,29189.96
2023-07-27 22:30:00,29190.05,29311.58,29190.05,29227.44
2023-07-27 23:00:00,29202.17,29211.22,29200.96,29200.96
2023-07-27 23:30:00,29194.39,29194.39,29183.27,29189.52
2023-07-28 00:00:00,29185.85,29210.93,29185.85,29200.24
2023-07-28 00:30:00,29201.24,29235.58,29201.24,29235.58
2023-07-28 01:00:00,29232.01,29255.65,29232.01,29255.65
2023-07-28 01:30:00,29271.26,29280.36,29253.8,29275.08
2023-07-28 02:00:00,29274.4,29276.09,29271.38,29276.09
2023-07-28 02:30:00,29274.4,29274.4,29237.8,29237.8
2023-07-28 03:00:00,29216.5,29216.5,29193.96,29193.96
2023-07-28 03:30:00,29213.05,29219.13,29209.23,29219.13
2023-07-28 04:00:00,29225.45,29261.89,29225.13,29225.13
