timestamp, last_update, init, num_updates, num_errors, total_pong, total_timeout, total_reconnect, func_name, state, update, message
2023-07-23T04:00:03.393,2023-07-23 04:00:03.361907,True,0,0,0,0,0,on_open,OPEN,ok,Connection opened on websocket!
2023-07-23T04:00:03.404,2023-07-23 04:00:03.361907,True,0,0,0,0,0,on_open,SUBSCRIBE,send,"{'op': 'subscribe', 'args': ['trade:XBTUSD']}"
2023-07-23T04:00:03.430,2023-07-23 04:00:03.361907,False,0,0,0,0,0,on_message,INFO,limit,"{'remaining': 179},{'info': 'Welcome to the BitMEX Realtime API.', 'version': '2.0.0', 'timestamp': '2023-07-23T04:00:03.121Z', 'docs': 'https://www.bitmex.com/app/wsAPI', 'heartbeatEnabled': False, 'limit': {'remaining': 179}}"
2023-07-23T04:00:03.916,2023-07-23 04:00:03.361907,False,0,0,0,0,0,on_message,SUBSCRIBE,true,trade:XBTUSD
2023-07-23T04:00:03.926,2023-07-23 04:00:03.361907,False,1,0,0,0,0,on_message,ACTION,partial,
2023-07-23T04:00:08.529,2023-07-23 04:00:03.361907,False,2,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:10.371,2023-07-23 04:00:03.361907,False,3,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:10.987,2023-07-23 04:00:03.361907,False,4,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:12.680,2023-07-23 04:00:03.361907,False,5,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:13.745,2023-07-23 04:00:03.361907,False,6,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:14.064,2023-07-23 04:00:03.361907,False,7,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:15.282,2023-07-23 04:00:03.361907,False,8,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:16.517,2023-07-23 04:00:03.361907,False,9,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:17.739,2023-07-23 04:00:03.361907,False,10,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:18.353,2023-07-23 04:00:03.361907,False,11,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:18.760,2023-07-23 04:00:03.361907,False,12,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:20.722,2023-07-23 04:00:03.361907,False,13,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:20.812,2023-07-23 04:00:03.361907,False,14,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:21.427,2023-07-23 04:00:03.361907,False,15,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:23.071,2023-07-23 04:00:03.361907,False,16,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:23.569,2023-07-23 04:00:03.361907,False,17,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:23.895,2023-07-23 04:00:03.361907,False,17,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:00:26.343,2023-07-23 04:00:03.361907,False,18,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:28.800,2023-07-23 04:00:03.361907,False,19,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:33.715,2023-07-23 04:00:03.361907,False,19,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:00:43.854,2023-07-23 04:00:03.361907,False,19,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:00:45.095,2023-07-23 04:00:03.361907,False,20,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:45.131,2023-07-23 04:00:03.361907,False,21,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:45.809,2023-07-23 04:00:03.361907,False,22,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:45.850,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:00:53.992,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:03.824,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:13.953,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:23.713,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:33.824,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:44.074,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:53.906,2023-07-23 04:00:03.361907,False,23,0,0,0,0,on_pong,HEARTBEAT,response,pong
2023-07-23T04:01:55.463,2023-07-23 04:00:03.361907,False,24,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:01:55.742,2023-07-23 04:00:03.361907,False,25,0,0,0,0,on_message,ACTION,insert,
2023-07-23T04:02:02.498,2023-07-23 04:00:03.361907,False,26,0,0,0,0,on_message,ACTION,insert,
